LocationHistoryID*	AuthorizedBy	Location* - do not change	LocationDate	LocationStatus	PrimaryKey_Object_Table	o_Accession_Full_ID	o_ItemType	topLevelLocation	childStorageLocation	childType	Location_refined	UniqueRooms	Room	Shelf/Drawer	Box	Library No.	Old Locations
15892	BucM	Costume Room Top Shelf Box A	23/10/2002	Stored	4679	C1989.136	Costume	Costume room	Top Shelf Box A	box	Costume room		Costume room	Top Shelf Box A			0
15893	BucM	Costume Room Top Shelf Box A	6/11/2002	Stored	4680	C1989.137	Costume	Costume room	Top Shelf Box A	box	Costume room		Costume room	Top Shelf Box A			0
15894	BucM	Costume Room Top Shelf Box A	6/11/2002	Stored	4681	C1989.138	Costume	Costume room	Top Shelf Box A	box	Costume room		Costume room	Top Shelf Box A			0
15895	BucM	Costume Room Top Shelf Box A	23/10/2002	Stored	4676	C1989.139b	Costume	Costume room	Top Shelf Box A	box	Costume room		Costume room	Top Shelf Box A			0
15896	BucM	Costume Room Top Shelf Box A	23/10/2002	Stored	4675	C1989.139a	Costume	Costume room	Top Shelf Box A	box	Costume room		Costume room	Top Shelf Box A			0
15897	BucM	Costume Room Top Shelf Box A	23/10/2002	Stored	4677	C1989.140	Costume	Costume room	Top Shelf Box A	box	Costume room		Costume room	Top Shelf Box A			0
15898	BucM	Costume Room Top Shelf Box A	2/10/2002	Stored	4602	C1989.141	Costume	Costume room	Top Shelf Box A	box	Costume room		Costume room	Top Shelf Box A			0
15899	BucM	Costume Room Top Shelf Box A	2/10/2002	Stored	4599	C1989.142a	Costume	Costume room	Top Shelf Box A	box	Costume room		Costume room	Top Shelf Box A			0
15900	BucM	Costume Room Top Shelf Box A	2/10/2002	Stored	4601	C1989.143	Costume	Costume room	Top Shelf Box A	box	Costume room		Costume room	Top Shelf Box A			0
15901	RosB	Costume Room Top Shelf Box B	25/03/2003	Stored	4885	C2003.29a	Costume	Costume room	Top Shelf Box B	box	Costume room		Costume room	Top Shelf Box B			0
15902	JILLM	Costume Room Box 35	27/04/2007	Stored	17083	C2000.14g	Costume	Costume room	Box 35	box	Costume room		Costume room		Box 35		0
15903	JILLM	Costume Room Box 32	27/05/2011	Stored	17084	C2010.62	Costume	Costume room	Box 32	box	Costume room		Costume room		Box 32		0
15926	JenM	Costume Room Top Shelf Box B	10/12/2001	Stored	1920	C1997.19	Costume	Costume room	Top Shelf Box B	box	Costume room		Costume room	Top Shelf Box B			0
15927	BucM	Costume Room Box 137	31/07/2002	Stored	4244	C1986.215a	Costume	Costume room	Box 137	box	Costume room		Costume room		Box 137		0
15928	BucM	Costume Room Box 137	31/07/2002	Stored	4283	C1996.75a	Costume	Costume room	Box 137	box	Costume room		Costume room		Box 137		0
15929	LesB	Costume Room Box 137	26/10/2005	Stored	7322	C2004.190a-b	Costume	Costume room	Box 137	box	Costume room		Costume room		Box 137		0
15930	LesB	Costume Room Box 137	01/02/2006	Stored	7642	C2005.106	Costume	Costume room	Box 137	box	Costume room		Costume room		Box 137		0
15931	LesB	Costume Room Box 137	01/02/2006	Stored	7643	C2005.107	Costume	Costume room	Box 137	box	Costume room		Costume room		Box 137		0
15932	VandB	Costume Room Box 138	08/06/2011	Stored	16762	C1979.120	Costume	Costume room	Box 138	box	Costume room		Costume room		Box 138		0
15933	BucM	Costume Room Box	04/09/2002	Stored	4530	C1994.10b	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
15934	BucM	Costume Room Box	04/09/2002	Stored	4529	C1994.10a	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
15935	BucM	Costume Room Box	04/09/2002	Stored	4533	C1994.13	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
15936	BucM	Costume Room Box	04/09/2002	Stored	4534	C1994.14	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
15995	BucM	Costume Room Box 140	26/06/2002	Stored	3665	C1996.53	Costume	Costume room	Box 140	box	Costume room		Costume room		Box 140		0
15996	LesB	Costume Room Box 140	04/04/2007	Stored	8356	C2007.198	Costume	Costume room	Box 140	box	Costume room		Costume room		Box 140		0
15997	LesB	Costume Room Box	12/10/2005	Stored	7288	C2005.191	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
15998	BucM	Costume Room Box 141	15/05/2002	Stored	3357	C1990.79a	Costume	Costume room	Box 141	box	Costume room		Costume room		Box 141		0
15999	JILLM	Costume Room Box 141	13/07/2005	Stored	6953	C2001.23I	Costume	Costume room	Box 141	box	Costume room		Costume room		Box 141		0
16000	JILLM	Costume Room Box 141	13/07/2005	Stored	6957	C2001.24d	Costume	Costume room	Box 141	box	Costume room		Costume room		Box 141		0
16001	LesB	Costume Room Box 141	15/02/2006	Stored	7703	C2006.8	Costume	Costume room	Box 141	box	Costume room		Costume room		Box 141		0
16002	BucM	Costume Room Box	22/05/2002	Stored	3421	C1993.131	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
16003	LesB	Costume Room Box 151	18/03/2004	Stored	5412	C1984.79a	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
16004	LesB	Costume Room Box 151	18/03/2004	Stored	5414	C1990.11f-h	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
16005	LESB	Costume Room Box 152	25/11/2003	Stored	5214	C1984.319a-b	Costume	Costume room	Box 152	box	Costume room		Costume room		Box 152		0
16006	LesB	Costume Room Box 152	17/02/2004	Stored	5354	C1996.71a	Costume	Costume room	Box 152	box	Costume room		Costume room		Box 152		0
16007	SuaG	Costume Room Box	26/08/2002	Stored	4453	C1993.45a-d	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
16008	SuaG	Costume Room Box	05/08/2002	Stored	4331	C1994.58a-d	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
16009	LesB	Costume Room Box 155	09/02/2005	Stored	6376	C2004.111	Costume	Costume room	Box 155	box	Costume room		Costume room		Box 155		0
16105	LesB	Costume Room Top Shelf Box D	19/11/2003	Stored	5207	C1999.28a-b	Costume	Costume room	Top Shelf Box D	box	Costume room		Costume room	Top Shelf	Box D		0
16106	BucM	Costume Room Top Shelf Box E	2/10/2002	Stored	4598	C1997.14	Costume	Costume room	Top Shelf Box E	box	Costume room		Costume room	Top Shelf	Box E		0
16107	LesB	Costume Room Top Shelf Box H	15/11/2006	Stored	8250	C2006.162	Costume	Costume room	Top Shelf Box H	box	Costume room		Costume room	Top Shelf	Box H		0
16160	BEAE	Costume Room TS G	19/06/2008	Stored	8827	C2007.266	Costume	Costume room	TS G	container	Costume room		Costume room	TSG			0
16161	LesB	Costume Room Top Shelf Box i	6/12/2006	Stored	8262	C2006.172a-g	Costume	Costume room	Top Shelf Box i	box	Costume room		Costume room	Top Shelf	Box I		0
16162	CURRC	Costume Room Box Top Shelf Box J	04/05/2009	Stored	10383	C2009.125a-b	Costume	Costume room	Box Top Shelf Box J	box	Costume room		Costume room	Top Shelf	Box J		0
16163	JILLM	Costume Room, Top Shelf Box K	05/02/2003	Stored	4819	C1984.161	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16164	JILLM	Costume Room, Top Shelf Box K	10/02/2003	Stored	4825	C1984.162	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16165	BucM	Costume Room, Top Shelf Box K	23/10/2002	Stored	4665	C1984.163	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16166	BucM	Costume Room, Top Shelf Box K	23/10/2002	Stored	4666	C1984.164	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16199	BucM	Costume Room, Top Shelf Box K	23/10/2002	Stored	4667	C1984.165	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16200	BucM	Costume Room, Top Shelf Box K	20/11/2002	Stored	4718	C1984.166	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16201	BucM	Costume Room, Top Shelf Box K	23/10/2002	Stored	4668	C1984.167	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16202	BucM	Costume Room, Top Shelf Box K	23/10/2002	Stored	4669	C1984.168	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16203	BucM	Costume Room, Top Shelf Box K	20/11/2002	Stored	4717	C1984.169	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16204	JILLM	Costume Room, Top Shelf Box K	05/02/2003	Stored	4818	C1984.171	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16205	JILLM	Costume Room, Top Shelf Box K	03/02/2003	Stored	4814	C1984.172	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16206	JILLM	Costume Room, Top Shelf Box K	03/02/2003	Stored	4815	C1984.173	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16207	YokK	Costume Room, Top Shelf Box K	23/12/2003	Stored	5265	MA1984.179	Museum Artefact	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16208	BucM	Costume Room Hat Box Shelf	6/11/2002	Stored	4691	C1984.180	Costume	Costume room	Hat Box Shelf	box	Costume room		Costume room	Hat Box Shelf			0
16209	JILLM	Costume Room Top Shelf Box L	10/02/2003	Stored	4824	C1984.185a-b	Costume	Costume room	Top Shelf Box L	box	Costume room		Costume room	Top Shelf	Box L		0
16210	JILLM	Costume Room Top Shelf Box K	23/06/2011	Stored	17379	C1984.177	Costume	Costume room	Top Shelf Box K	box	Costume room		Costume room	Top Shelf	Box K		0
16211	RosB	Costume Room Top Shelf Box L	14/01/2003	Stored	4806	C2003.3	Costume	Costume room	Top Shelf Box L	box	Costume room		Costume room	Top Shelf	Box L		0
16212	LesB	Costume Room Top Shelf Box L	01/08/2007	Stored	8637	C2007.249	Costume	Costume room	Top Shelf Box L	box	Costume room		Costume room	Top Shelf	Box L		0
16213	LesB	Costume Room Top Shelf Box M	24/08/2005	Stored	7202	C2005.42a-b	Costume	Costume room	Top Shelf Box M	box	Costume room		Costume room	Top Shelf	Box M		0
16214	LesB	Costume Room Top Shelf Box M	19/10/2005	Stored	7299	C2005.58	Costume	Costume room	Top Shelf Box M	box	Costume room		Costume room	Top Shelf	Box M		0
16215	CURRC	Costume Room Top Shelf Box M	19/01/2009	Stored	9038	C2008.47	Costume	Costume room	Top Shelf Box M	box	Costume room		Costume room	Top Shelf	Box M		0
16216	JILLM	Costume Room Top Shelf Box N	23/06/2011	Stored	17381	C1948.5	Costume	Costume room	Top Shelf Box N	box	Costume room		Costume room	Top Shelf	Box N		0
16463	SuaG	Costume Room Top Shelf Box Q	15/04/2002	Stored	2218	C1994.73	Costume	Costume room	Top Shelf Box Q	box	Costume room		Costume room	Top Shelf	Box Q		0
16464	BucM	Costume Room Top Shelf Box Q	13/11/2002	Stored	4695	C1994.74	Costume	Costume room	Top Shelf Box Q	box	Costume room		Costume room	Top Shelf	Box Q		0
16465	RosB	Costume Room Top Shelf Box Q	22/10/2002	Stored	4649	C2002.34	Costume	Costume room	Top Shelf Box Q	box	Costume room		Costume room	Top Shelf	Box Q		0
16466	LesB	Costume Room Top Shelf Box Q	5/12/2007	Stored	8781	C2007.259	Costume	Costume room	Top Shelf Box Q	box	Costume room		Costume room	Top Shelf	Box Q		0
16467	CURRC	Costume Room Top Shelf Box Q	19/01/2009	Stored	9014	C2008.20	Costume	Costume room	Top Shelf Box Q	box	Costume room		Costume room	Top Shelf	Box Q		0
16468	JILLM	Costume Room Top Shelf Box Q	27/06/2011	Stored	17440	C2008.21	Costume	Costume room	Top Shelf Box Q	box	Costume room		Costume room	Top Shelf	Box Q		0
16469	CURRC	Costume Room Top Shelf Box Q	19/01/2009	Stored	17440	C2008.21	Costume	Costume room	Top Shelf Box Q	box	Costume room		Costume room	Top Shelf	Box Q		0
16470	CURRC	Costume Room, Top Shelf Box S	28/06/2010	Stored	15170	C2010.12a-b	Costume	Costume room	Top Shelf Box S	box	Costume room		Costume room	Top Shelf	Box S		0
16471	CURRC	Costume Room, Top Shelf Box S	28/06/2010	Stored	15172	C2010.13a-b	Costume	Costume room	Top Shelf Box S	box	Costume room		Costume room	Top Shelf	Box S		0
16582	LesB	Costume Room Box 157	24/08/2005	Displayed	7204	C2005.34	Costume	Costume room	Box 157	box	Costume room		Costume room		Box 157		0
16585	BucM	Costume Room Box	20/11/2002	Stored	4724	C1996.44d	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
16586	BucM	Costume Room Box	20/11/2002	Stored	4719	C1994.102a	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
16587	BucM	Costume Room Box	20/11/2002	Stored	4720	C1994.102b	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
16588	BucM	Costume Room Box	13/11/2002	Stored	4706	C1997.49a	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
16604	SuaG	Costume Room Box 160	21/01/2002	Stored	2007	C1995.57	Costume	Costume room	Box 160	box	Costume room		Costume room		Box 160		0
16605	JenM	Costume Room Box 209	15/09/2003	Stored	16954	C1961.61	Costume	Costume room	Box 209	box	Costume room		Costume room		Box 209		0
16606	LesB	Costume Room Box 161	10/03/2005	Displayed	6494	C2004.45	Costume	Costume room	Box 161	box	Costume room		Costume room		Box 161		0
16623	SuaG	Costume Room, Top Shelf Box P	08/07/2002	Stored	3897	C1996.66a-kk	Costume	Costume room	Top Shelf Box P	box	Costume room		Costume room	Top Shelf	Box P		0
16638	JILLM	Costume Room Top Shelf Box R	01/07/2011	Stored	17512	C1971.24c	Costume	Costume room	Top Shelf Box R	box	Costume room		Costume room	Top Shelf	Box R		0
16640	BucM	Costume Room Top Shelf Box J	20/11/2002	Stored	17515	C2002.25a-b	Costume	Costume room	Top Shelf Box J	box	Costume room		Costume room	Top Shelf	Box J		0
16646	DodG	Museum Room (Tranby Room), Drawer 30	18/07/2002	Stored	4072	MA1942.52	Museum Artefact	Tranby room	Drawer 30	drawer	Tranby room		Tranby room	Drawer 30			1
16785	JILLM	Costume Room Box 152	31/05/2007	Stored	8541	C1980.84b	Costume	Costume room	Box 152	box	Costume room		Costume room		Box 152		0
16786	MCCJ	Costume Room Box 159	07/07/2011	Stored	17587	C1975.75	Costume	Costume room	Box 159	box	Costume room		Costume room		Box 159		0
16787	JILLM	Costume Room Box 159	17/02/2003	Stored	17587	C1975.75	Costume	Costume room	Box 159	box	Costume room		Costume room		Box 159		0
16788	JILLM	Costume Room Box169	09/09/2010	Stored	17588	C1981.176a	Costume	Costume room	Box169	box	Costume room		Costume room		Box169		0
17094	SuaG	Costume Room Box	21/01/2002	Stored	2021	C1998.53	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17096	LesB	Costume Room Box	07/06/2006	Stored	8005	C2006.58	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17100	JILLM	Costume Room Box 169	09/09/2010	Stored	17588	C1981.176a	Costume	Costume room	Box 169	box	Costume room		Costume room		Box 169		0
17101	ValH	Costume Room Box	26/04/2005	Stored	6650	C1980.49	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17110	BucM	Costume Room Box 175	20/11/2002	Stored	4724	C1996.44d	Costume	Costume room	Box 175	box	Costume room		Costume room		Box 175		0
17123	SuaG	Costume Room Box	06/05/2002	Stored	2863	C1989.123	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17124	CURRC	Costume Room Box	11/01/2010	Stored	13849	C2009.181a-b	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17126	LesB	Costume Room Box	03/08/2005	Stored	7090	C2005.22	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17127	SuaG	Costume Room Box	08/04/2002	Stored	2175	C1993.84	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17128	Curator	Costume Room Box 187	8/11/2000	Stored	693	C1996.59a	Costume	Costume room	Box 187	box	Costume room		Costume room		Box 187		0
17129	Curator	Costume Room Box 187	8/11/2000	Stored	694	C1996.59b	Costume	Costume room	Box 187	box	Costume room		Costume room		Box 187		0
17130	RosB	Costume Room Box	17/06/2003	Stored	4891	C2003.29c	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17131	JILLM	Costume Room Box 193	15/09/2003	Stored	17025	C1946.5g	Costume	Costume room	Box 193	box	Costume room		Costume room		Box 193		0
17132	JenM	Costume Room Box 195	15/09/2003	Stored	16954	C1961.61	Costume	Costume room	Box 195	box	Costume room		Costume room		Box 195		0
17133	ValH	Costume Room Box 195	27/01/2004	Stored	5296	MA1990.129	Museum Artefact	Costume room	Box 195	box	Costume room		Costume room		Box 195		0
17134	JILLM	Costume Room Box 195	15/09/2003	Stored	4985	C1994.42a-d	Costume	Costume room	Box 195	box	Costume room		Costume room		Box 195		0
17135	LesB	Costume Room Box 206	15/02/2006	Stored	7704	C2006.9	Costume	Costume room	Box 206	box	Costume room		Costume room		Box 206		0
17164	REB	Costume Room Box 113	26/09/2000	Stored	546	C1986.265a	Costume	Costume room	Box 113	box	Costume room		Costume room		Box 113		0
17165	REB	Costume Room Box 113	7/11/2000	Stored	689	C1986.265b	Costume	Costume room	Box 113	box	Costume room		Costume room		Box 113		0
17166	Curator	Costume Room Box 151	22/11/2000	Stored	765	C1993.55b	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
17167	Curator	Costume Room Box 151	22/11/2000	Stored	766	C1993.55c	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
17176	VandB	Tranby Room Textiles Box 6	27/07/2011	Stored	2233	C2002.10c	Costume	Tranby room	Textiles Box 6	box	Tranby room		Tranby room		Textiles Box 6		0
17179	CURRC	Costume Room, Top Shelf Box 5	17/05/2010	Stored	14720	C2010.10a-b	Costume	Costume room	Top Shelf Box 5	box	Costume room		Costume room	Top Shelf	5		0
17356	JILLM	Tranby Room Textiles Box 4	09/09/2010	Stored	17870	C1979.123	Costume	Tranby room	Textiles Box 4	box	Tranby room		Tranby room		Textiles Box 4		0
17357	LesB	Costume Room Top Shelf Box R	07/06/2006	Stored	8005	C2006.58	Costume	Costume room	Top Shelf Box R	box	Costume room		Costume room	Top Shelf	R		0
17361	JILLM	Costume Room Box Top Shelf S	09/09/2010	Stored	17875	C1980.142c	Costume	Costume room	Box Top Shelf S	box	Costume room		Costume room	Top Shelf			0
17412	CURRC	Costume Room Box 176, 2011.4	08/08/2011	Stored	17927	C2011.4a-h	Costume	Costume room	Box 176, 2011.4	box	Costume room		Costume room		Box 176		0
17413	CURRC	Costume Room Box 5, 2011.10	08/08/2011	Stored	17928	C2011.10	Costume	Costume room	Box 5, 2011.10	box	Costume room		Costume room		Box 5		0
17414	CURRC	Costume Room Box 35, 2011.11a-d	08/08/2011	Stored	17929	C2011.11a-d	Costume	Costume room	Box 35, 2011.11a-d	box	Costume room		Costume room		Box 35		0
17415	CURRC	Costume Room Box 176, 2011.4a-h	08/08/2011	Stored	17927	C2011.4a-h	Costume	Costume room	Box 176, 2011.4a-h	box	Costume room		Costume room		Box 176		0
17416	CURRC	Costume Room Box 189, 2011.12	08/08/2011	Stored	17930	C2011.12	Costume	Costume room	Box 189, 2011.12	box	Costume room		Costume room		Box 189		0
17417	CURRC	Tranby Room Drawer 17, 2011.36	08/08/2011	Stored	17931	MA2011.36	Museum Artefact	Tranby room	Drawer 17, 2011.36	drawer	Tranby room		Tranby room	Drawer 17			0
17418	CURRC	Storeroom NC7 No. 3, 2011.37	08/08/2011	Stored	17933	MA2011.37	Museum Artefact	Museum Store	NC7 No. 3, 2011.37	container	Museum Store		Museum Store	NC7	3		0
17420	CURRC	Tranby Room Drawer 15, 2011.39	08/08/2011	Stored	17934	MA2011.39	Museum Artefact	Tranby room	Drawer 15, 2011.39	drawer	Tranby room		Tranby room	Drawer 15			0
17423	CURRC	Meeting Room Cabinet 5, 2011.40	08/08/2011	Stored	17936	MA2011.40a-c	Museum Artefact	Meeting room	Cabinet 5, 2011.40	container	Meeting room		Meeting room				0
17424	CURRC	Container Book Shelf, 2011.41	08/08/2011	Stored	17937	MA2011.41	Museum Artefact	Container	Book Shelf, 2011.41	container	Container		Container				0
17426	CURRC	Storeroom 2011.42	08/08/2011	Stored	17939	MA2011.42	Museum Artefact	Museum Store	2011.42	container	Museum Store		Museum Store				0
17571	LesB	Costume Room Box	02/03/2004	Stored	5368	C2000.12a-d	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17574	VandB	Costume Room Box 8	17/08/2011	Stored	18064	C1982.60b	Costume	Costume room	Box 8	box	Costume room		Costume room		Box 8		0
17576	VandB	Costume Room Box 8	17/08/2011	Stored	18066	C1991.122	Costume	Costume room	Box 8	box	Costume room		Costume room		Box 8		0
17577	VandB	Costume Room Box 8	17/08/2011	Stored	18067	C2006.92	Costume	Costume room	Box 8	box	Costume room		Costume room		Box 8		0
17578	VandB	Costume Room Box 16	17/08/2011	Stored	18068	C1994.62	Costume	Costume room	Box 16	box	Costume room		Costume room		Box 16		0
17579	VandB	Costume Room Box 16	17/08/2011	Stored	18069	C1980.45a	Costume	Costume room	Box 16	box	Costume room		Costume room		Box 16		0
17580	VandB	Costume Room Box 16	17/08/2011	Stored	18071	C1980.235b	Costume	Costume room	Box 16	box	Costume room		Costume room		Box 16		0
17582	VandB	Costume Room Box 16	17/08/2011	Stored	18072	C1984.85	Costume	Costume room	Box 16	box	Costume room		Costume room		Box 16		0
17584	JILLM	Costume Room Box 24	13/09/2010	Stored	16647	C1975.34	Costume	Costume room	Box 24	box	Costume room		Costume room		Box 24		0
17586	VandB	Costume Room Box 24	17/08/2011	Stored	18075	C1979.84	Costume	Costume room	Box 24	box	Costume room		Costume room		Box 24		0
17588	VandB	Costume Room Box 25	17/08/2011	Stored	18077	C1979.72a-c	Museum Artefact	Costume room	Box 25	box	Costume room		Costume room		Box 25		0
17590	VandB	Costume Room Box 25	17/08/2011	Stored	18080	C1979.73	Museum Artefact	Costume room	Box 25	box	Costume room		Costume room		Box 25		0
17591	VandB	Costume Room Box 25	17/08/2011	Stored	18081	C1979.74a-b	Museum Artefact	Costume room	Box 25	box	Costume room		Costume room		Box 25		0
17670	VandB	Costume Room Box 24	24/08/2011	Stored	18161	C1983.204a	Costume	Costume room	Box 24	box	Costume room		Costume room		Box 24		0
17671	VandB	Costume Room Box 25	24/08/2011	Stored	18162	C1988.126	Costume	Costume room	Box 25	box	Costume room		Costume room		Box 25		0
17672	VandB	Costume Room Box 25	24/08/2011	Stored	18164	C1996.42a-d	Costume	Costume room	Box 25	box	Costume room		Costume room		Box 25		0
17684	JILLM	Costume Room Box	27/04/2007	Stored	17083	C2000.14g	Costume	Costume room	Box	box	Costume room		Costume room		Box		0
17687	VandB	Costume Room Box 35	24/08/2011	Stored	18177	C1972.36a	Costume	Costume room	Box 35	box	Costume room		Costume room		Box 35		0
17689	VandB	Costume Room Box 35	24/08/2011	Stored	18179	C1980.31b	Costume	Costume room	Box 35	box	Costume room		Costume room		Box 35		0
17691	VandB	Costume Room Box 59	24/08/2011	Stored	18181	C1976.13	Costume	Costume room	Box 59	box	Costume room		Costume room		Box 59		0
17693	VandB	Costume Room Box 59	24/08/2011	Stored	18184	C1988.197	Costume	Costume room	Box 59	box	Costume room		Costume room		Box 59		0
17695	VandB	Costume Room Box 78	24/08/2011	Stored	18186	C1992.115b	Costume	Costume room	Box 78	box	Costume room		Costume room		Box 78		0
17699	VandB	Costume Room Box 62	24/08/2011	Stored	18191	C2000.14m	Costume	Costume room	Box 62	box	Costume room		Costume room		Box 62		0
17701	VandB	Costume Room Box 62	24/08/2011	Stored	18193	C2000.14n	Costume	Costume room	Box 62	box	Costume room		Costume room		Box 62		0
17702	VandB	Costume Room Box 52	24/08/2011	Stored	18195	C1980.193b	Costume	Costume room	Box 52	box	Costume room		Costume room		Box 52		0
17703	VandB	Costume Room Box 65	24/08/2011	Stored	18196	C2000.14cc	Costume	Costume room	Box 65	box	Costume room		Costume room		Box 65		0
17704	VandB	Costume Room Box 65	24/08/2011	Stored	18197	C2000.14dd	Costume	Costume room	Box 65	box	Costume room		Costume room		Box 65		0
17705	VandB	Costume Room Box 65	24/08/2011	Stored	18199	C2001.7c	Costume	Costume room	Box 65	box	Costume room		Costume room		Box 65		0
17959	LesB	Costume Room Box 119	26/07/2006	Stored	8074	C2006.89a-b	Costume	Costume room	Box 119	box	Costume room		Costume room		Box 119		0
17960	CURRC	Costume Room Box 151	19/01/2009	Stored	9026	C2008.35	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
17967	CURRC	Costume Room Box 151	19/01/2009	Missing	9026	C2008.35	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
17968	CURRC	Costume Room Box 151	19/01/2009	Stored	9026	C2008.35	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
18057	VandB	Costume Room Box 68	21/09/2011	Stored	18560	C1976.16	Costume	Costume room	Box 68	box	Costume room		Costume room		Box 68		0
18058	VandB	Costume Room Box 117	21/09/2011	Stored	18561	C1978.74	Costume	Costume room	Box 117	box	Costume room		Costume room		Box 117		0
18059	VandB	Costume Room Box 117	21/09/2011	Stored	18562	C1978.75	Costume	Costume room	Box 117	box	Costume room		Costume room		Box 117		0
18060	VandB	Costume Room Box 117	21/09/2011	Stored	18564	C1978.76	Costume	Costume room	Box 117	box	Costume room		Costume room		Box 117		0
18061	VandB	Costume Room Box 122	21/09/2011	Stored	18568	C1972.46k	Costume	Costume room	Box 122	box	Costume room		Costume room		Box 122		0
18062	VandB	Costume Room Box 123	21/09/2011	Stored	18569	C1979.106	Costume	Costume room	Box 123	box	Costume room		Costume room		Box 123		0
18063	VandB	Costume Room Box 125	21/09/2011	Stored	18570	C2007.267c	Costume	Costume room	Box 125	box	Costume room		Costume room		Box 125		0
18064	VandB	Costume Room Hat Box Shelf	21/09/2011	Stored	18571	C2008.34I	Costume	Costume room	Hat Box Shelf	box	Costume room		Costume room		Hat Box Shelf		0
18065	VandB	Costume Room Box 134	21/09/2011	Stored	18573	C1984.82a	Costume	Costume room	Box 134	box	Costume room		Costume room		Box 134		0
18066	VandB	Costume Room Box 134	21/09/2011	Stored	18574	C2001.14e	Costume	Costume room	Box 134	box	Costume room		Costume room		Box 134		0
18067	VandB	Costume Room Box 138	21/09/2011	Stored	18575	C2004.41b	Costume	Costume room	Box 138	box	Costume room		Costume room		Box 138		0
18068	VandB	Costume Room Box 139	21/09/2011	Stored	18576	C1975.3	Costume	Costume room	Box 139	box	Costume room		Costume room		Box 139		0
18069	VandB	Costume Room Box 139	21/09/2011	Stored	18577	C1975.5	Costume	Costume room	Box 139	box	Costume room		Costume room		Box 139		0
18070	VandB	Costume Room Box 139	21/09/2011	Stored	18578	C1975.7	Costume	Costume room	Box 139	box	Costume room		Costume room		Box 139		0
18076	VandB	Costume Room Box 139	21/09/2011	Stored	18585	C1987.87a	Costume	Costume room	Box 139	box	Costume room		Costume room		Box 139		0
18077	VandB	Costume Room Box 139	21/09/2011	Stored	18584	C1976.25	Costume	Costume room	Box 139	box	Costume room		Costume room		Box 139		0
18079	VandB	Costume Room Box 151	21/09/2011	Stored	18587	C1964.39	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
18080	VandB	Costume Room Box 151	21/09/2011	Stored	18588	C1974.2	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
18081	VandB	Costume Room Box 151	21/09/2011	Stored	18589	C1974.3	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
18082	VandB	Costume Room Box 151	21/09/2011	Stored	18590	C1974.4	Costume	Costume room	Box 151	box	Costume room		Costume room		Box 151		0
